tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,dog,retweeted,favorited,FavoriteCount,RetweetCount,img_source,img_num,Prediction_1,conf_int_alg_1,Prediction_Status_1,Prediction_2,conf_int_alg_2,Prediction_Status__2,Prediction_3,conf_int_alg_3,Prediction_Status__3
846514051647705089,nan,nan,2017-03-28 00:07:32 +0000,http://twitter.com/download/iphone ,This is Barney. He's an elder doggo. Hitches a ride when he gets tired. Waves goodbye before he leaves. 13/10 please come back soon https://t.co/cFAasDXauK,nan,nan,,https://twitter.com/dog_rates/status/846514051647705089,13,10,Barney,doggo,doggo,False,False,48410.0,13076.0,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg,2.0,Golden Retriever,0.650003,True,Leonberg,0.0651992,True,Norfolk Terrier,0.0529553,True
845397057150107648,nan,nan,2017-03-24 22:08:59 +0000,http://twitter.com/download/iphone ,"Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o",nan,nan,,https://twitter.com/dog_rates/status/845397057150107648,13,10,Mimosa,doggo,doggo,False,False,8241.0,2072.0,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,1.0,Dandie Dinmont,0.394404,True,Maltese Dog,0.1865369999999999,True,West Highland White Terrier,0.1819849999999999,True
836753516572119041,nan,nan,2017-03-01 01:42:39 +0000,http://twitter.com/download/iphone ,This is Meera. She just heard about taxes and how much a doghouse in a nice area costs. Not pupared to be a  doggo anymore. 12/10 https://t.co/GZmNEdyoJY,nan,nan,,https://twitter.com/dog_rates/status/836753516572119041,12,10,Meera,doggo,doggo,False,False,21029.0,5237.0,https://pbs.twimg.com/media/C5y-4VwWcAIcaoj.jpg,1.0,Mortarboard,0.936882,False,Academic Gown,0.0208154,False,Schipperke,0.0115635,True
834574053763584002,nan,nan,2017-02-23 01:22:14 +0000,http://twitter.com/download/iphone ,Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg,nan,nan,,https://twitter.com/dog_rates/status/834574053763584002,13,10,None,doggo,doggo,False,False,14993.0,2882.0,https://pbs.twimg.com/media/C5UAqgyXAAAbMWH.jpg,1.0,Toilet Tissue,0.262936,False,Golden Retriever,0.226564,True,Bathtub,0.0788789999999999,False
834089966724603904,nan,nan,2017-02-21 17:18:39 +0000,http://twitter.com/download/iphone ,DOGGO ON THE LOOSE I REPEAT DOGGO ON THE LOOSE 10/10 https://t.co/ffIH2WxwF0,nan,nan,,https://twitter.com/dog_rates/status/834089966724603904,10,10,None,doggo,doggo,False,False,10971.0,2427.0,,,,,,,,,,,
832998151111966721,nan,nan,2017-02-18 17:00:10 +0000,http://twitter.com/download/iphone ,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0",nan,nan,,https://twitter.com/dog_rates/status/832998151111966721,13,10,Rhino,doggo,doggo,False,False,14549.0,2522.0,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,1.0,Boxer,0.539036,True,French Bulldog,0.317617,True,Bull Mastiff,0.0939285,True
832273440279240704,nan,nan,2017-02-16 17:00:25 +0000,http://twitter.com/download/iphone ,Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,nan,nan,,https://twitter.com/dog_rates/status/832273440279240704,14,10,Smiley,doggo,doggo,False,False,12385.0,2673.0,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,1.0,Pembroke,0.134081,True,Ice Bear,0.0519278,False,Pug,0.0443109,True
832032802820481025,nan,nan,2017-02-16 01:04:13 +0000,http://twitter.com/download/iphone ,"This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M",nan,nan,,https://twitter.com/dog_rates/status/832032802820481025,12,10,Miguel,doggo,doggo,False,False,13887.0,4746.0,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,1.0,Whippet,0.601712,True,Ibizan Hound,0.152662,True,Italian Greyhound,0.135055,True
831939777352105988,nan,nan,2017-02-15 18:54:34 +0000,http://twitter.com/download/iphone ,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,nan,nan,,https://twitter.com/dog_rates/status/831939777352105988,12,10,Emanuel,doggo,doggo,False,False,26404.0,7031.0,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,1.0,Pomeranian,0.153862,True,Marmot,0.0912338999999999,False,Grey Fox,0.0906441,False
831322785565769729,nan,nan,2017-02-14 02:02:51 +0000,http://twitter.com/download/iphone ,This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,nan,nan,,https://twitter.com/dog_rates/status/831322785565769729,12,10,Pete,doggo,doggo,False,False,10042.0,1744.0,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,1.0,Old English Sheepdog,0.999715,True,Tibetan Terrier,4.62967e-05,True,Guinea Pig,4.1184300000000005e-05,False
829878982036299777,nan,nan,2017-02-10 02:25:42 +0000,http://twitter.com/download/iphone ,RT @dog_rates: This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,8.269586533285929e+17,4196983835.0,2017-02-02 01:01:21 +0000,https://twitter.com/dog_rates/status/829878982036299777,12,10,Loki,doggo,doggo,False,False,0.0,5757.0,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,1.0,Golden Retriever,0.6173890000000001,True,Labrador Retriever,0.337053,True,Tennis Ball,0.00855442,False
829449946868879360,nan,nan,2017-02-08 22:00:52 +0000,http://twitter.com/download/iphone ,Here's a stressed doggo. Had a long day. Many things on her mind. The hat communicates these feelings exquisitely. 11/10 https://t.co/fmRS43mWQB,nan,nan,,https://twitter.com/dog_rates/status/829449946868879360,11,10,None,doggo,doggo,False,False,11519.0,2329.0,https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,1.0,Labrador Retriever,0.315163,True,Golden Retriever,0.1532099999999999,True,Pekinese,0.132791,True
829374341691346946,nan,nan,2017-02-08 17:00:26 +0000,http://twitter.com/download/iphone ,This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere https://t.co/xo7FZFIAao,nan,nan,,https://twitter.com/dog_rates/status/829374341691346946,13,10,Astrid,doggo,doggo,False,False,38074.0,10706.0,https://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg,1.0,Staffordshire Bullterrier,0.757547,True,American Staffordshire Terrier,0.14995,True,Chesapeake Bay Retriever,0.0475226999999999,True
828381636999917570,nan,nan,2017-02-05 23:15:47 +0000,http://twitter.com/download/iphone ,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,nan,nan,,https://twitter.com/dog_rates/status/828381636999917570,14,10,Doobert,doggo,doggo,False,False,13864.0,2554.0,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,1.0,Bedlington Terrier,0.3925349999999999,True,Labrador Retriever,0.0890217,True,Clumber,0.0817998,True
826958653328592898,nan,nan,2017-02-02 01:01:21 +0000,http://twitter.com/download/iphone ,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,nan,nan,,https://twitter.com/dog_rates/status/826958653328592898,12,10,Loki,doggo,doggo,False,False,23767.0,5757.0,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,1.0,Golden Retriever,0.6173890000000001,True,Labrador Retriever,0.337053,True,Tennis Ball,0.00855442,False
826848821049180160,nan,nan,2017-02-01 17:44:55 +0000,http://twitter.com/download/iphone ,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,nan,nan,,https://twitter.com/dog_rates/status/826848821049180160,13,10,Cupid,doggo,doggo,False,False,40325.0,11878.0,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,4.0,Great Pyrenees,0.858764,True,Golden Retriever,0.0235257,True,Pekinese,0.0171039,True
826476773533745153,nan,nan,2017-01-31 17:06:32 +0000,http://twitter.com/download/iphone ,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,nan,nan,,https://twitter.com/dog_rates/status/826476773533745153,12,10,Pilot,doggo,doggo,False,False,20275.0,4821.0,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,1.0,German Shepherd,0.7418600000000001,True,Tibetan Mastiff,0.1228119999999999,True,Kelpie,0.10046,True
826204788643753985,nan,nan,2017-01-30 23:05:46 +0000,http://twitter.com/download/iphone ,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX",nan,nan,,https://twitter.com/dog_rates/status/826204788643753985,13,10,None,doggo,doggo,False,False,5361.0,1075.0,https://pbs.twimg.com/media/C3dEza1WcAAhlNU.jpg,2.0,Labrador Retriever,0.782058,True,Golden Retriever,0.156581,True,Soft-Coated Wheaten Terrier,0.00727512,True
821765923262631936,nan,nan,2017-01-18 17:07:18 +0000,http://twitter.com/download/iphone ,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,nan,nan,,https://twitter.com/dog_rates/status/821765923262631936,13,10,Duchess,doggo,doggo,False,False,9317.0,1899.0,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,1.0,Golden Retriever,0.980071,True,Labrador Retriever,0.00875751,True,Saluki,0.00180595,True
821421320206483457,nan,nan,2017-01-17 18:17:58 +0000,http://twitter.com/download/iphone ,RT @dog_rates: This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co…,7.82305867769217e+17,4196983835.0,2016-10-01 19:47:08 +0000,https://twitter.com/dog_rates/status/821421320206483457,12,10,Sampson,doggo,doggo,False,False,0.0,6470.0,,,,,,,,,,,
821407182352777218,nan,nan,2017-01-17 17:21:47 +0000,http://twitter.com/download/iphone ,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,nan,nan,,https://twitter.com/dog_rates/status/821407182352777218,14,10,Sundance,doggo,doggo,False,False,13075.0,5053.0,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,1.0,Irish Setter,0.5054960000000001,True,Vizsla,0.168747,True,Chesapeake Bay Retriever,0.111311,True
821107785811234820,nan,nan,2017-01-16 21:32:06 +0000,http://twitter.com/download/iphone ,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,nan,nan,,https://twitter.com/dog_rates/status/821107785811234820,11,10,None,doggo,doggo,False,False,10645.0,2487.0,https://pbs.twimg.com/media/C2UpLA-UcAEK_Fz.jpg,1.0,Pomeranian,0.85659,True,Papillon,0.0385365,True,Yorkshire Terrier,0.0331458,True
819924195358416896,nan,nan,2017-01-13 15:08:56 +0000,http://twitter.com/download/iphone ,Here we have a doggo who has messed up. He was hoping you wouldn't notice. 11/10 someone help him https://t.co/XdRNXNYD4E,nan,nan,,https://twitter.com/dog_rates/status/819924195358416896,11,10,None,doggo,doggo,False,False,14305.0,5607.0,https://pbs.twimg.com/ext_tw_video_thumb/819924138965999617/pu/img/6OIToyT9eLESHXLU.jpg,1.0,Bathtub,0.100896,False,Shower Curtain,0.0918664,False,Tub,0.0491763,False
819015337530290176,nan,nan,2017-01-11 02:57:27 +0000,http://twitter.com/download/iphone ,RT @dog_rates: This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,8.190048031079834e+17,4196983835.0,2017-01-11 02:15:36 +0000,https://twitter.com/dog_rates/status/819015337530290176,14,10,Bo,doggo,doggo,False,False,0.0,42228.0,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,1.0,Standard Poodle,0.351308,True,Toy Poodle,0.271929,True,Tibetan Terrier,0.0947592,True
819015331746349057,nan,nan,2017-01-11 02:57:26 +0000,http://twitter.com/download/iphone ,RT @dog_rates: This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb,8.19006400881918e+17,4196983835.0,2017-01-11 02:21:57 +0000,https://twitter.com/dog_rates/status/819015331746349057,14,10,Sunny,doggo,doggo,False,False,0.0,21794.0,https://pbs.twimg.com/media/C12x-JTVIAAzdfl.jpg,4.0,Prison,0.907083,False,Palace,0.0200891,False,Umbrella,0.00784954,False
819006400881917954,nan,nan,2017-01-11 02:21:57 +0000,http://twitter.com/download/iphone ,This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb,nan,nan,,https://twitter.com/dog_rates/status/819006400881917954,14,10,Sunny,doggo,doggo,False,False,49960.0,21794.0,https://pbs.twimg.com/media/C12x-JTVIAAzdfl.jpg,4.0,Prison,0.907083,False,Palace,0.0200891,False,Umbrella,0.00784954,False
819004803107983360,nan,nan,2017-01-11 02:15:36 +0000,http://twitter.com/download/iphone ,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,nan,nan,,https://twitter.com/dog_rates/status/819004803107983360,14,10,Bo,doggo,doggo,False,False,95450.0,42228.0,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,1.0,Standard Poodle,0.351308,True,Toy Poodle,0.271929,True,Tibetan Terrier,0.0947592,True
817777686764523521,nan,nan,2017-01-07 16:59:28 +0000,http://twitter.com/download/iphone ,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",nan,nan,,https://twitter.com/dog_rates/status/817777686764523521,13,10,Dido,doggo,doggo,False,False,11901.0,3084.0,https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,1.0,Curly-Coated Retriever,0.733256,True,Flat-Coated Retriever,0.2141449999999999,True,Irish Water Spaniel,0.029769,True
813910438903693312,nan,nan,2016-12-28 00:52:25 +0000,http://twitter.com/download/iphone ,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,nan,nan,,https://twitter.com/dog_rates/status/813910438903693312,11,10,Chubbs,doggo,doggo,False,False,10342.0,2194.0,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,1.0,Siberian Husky,0.6993550000000001,True,Eskimo Dog,0.2564329999999999,True,Norwegian Elkhound,0.0131888,True
813202720496779264,nan,nan,2016-12-26 02:00:11 +0000,http://twitter.com/download/iphone ,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn,nan,nan,,https://twitter.com/dog_rates/status/813202720496779264,11,10,None,doggo,doggo,False,False,10192.0,2090.0,https://pbs.twimg.com/media/C0kTjqIXgAAqpRi.jpg,1.0,Cocker Spaniel,0.701852,True,Golden Retriever,0.120345,True,Labrador Retriever,0.0363202,True
813127251579564032,nan,nan,2016-12-25 21:00:18 +0000,http://twitter.com/download/iphone ,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA,nan,nan,,https://twitter.com/dog_rates/status/813127251579564032,11,10,None,doggo,doggo,False,False,13242.0,3652.0,https://pbs.twimg.com/media/C0jO6aBWEAAM28r.jpg,1.0,Norwegian Elkhound,0.4324159999999999,True,Whippet,0.374223,True,Siberian Husky,0.0324625999999999,True
813096984823349248,nan,nan,2016-12-25 19:00:02 +0000,http://twitter.com/download/iphone ,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu,nan,nan,,https://twitter.com/dog_rates/status/813096984823349248,11,10,Rocky,doggo,doggo,False,False,11694.0,4207.0,https://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg,1.0,Great Dane,0.128056,True,Boston Bull,0.117003,True,Kelpie,0.0869643,True
808106460588765185,nan,nan,2016-12-12 00:29:28 +0000,http://twitter.com/download/iphone ,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time https://t.co/ANBpEYHaho,nan,nan,,https://twitter.com/dog_rates/status/808106460588765185,12,10,None,doggo,doggo,False,False,9701.0,2525.0,https://pbs.twimg.com/media/Czb4iFRXgAIUMiN.jpg,1.0,Golden Retriever,0.426183,True,Labrador Retriever,0.257447,True,Great Pyrenees,0.1264819999999999,True
802265048156610565,7.33109485275861e+17,4196983835.0,2016-11-25 21:37:47 +0000,http://twitter.com/download/iphone ,"Like doggo, like pupper version 2. Both 11/10 https://t.co/9IxWAXFqze",nan,nan,,https://twitter.com/dog_rates/status/802265048156610565,11,10,None,doggo,doggo,False,False,7039.0,1573.0,https://pbs.twimg.com/media/CyI3zXgWEAACQfB.jpg,1.0,Labrador Retriever,0.8971620000000001,True,Beagle,0.0168947999999999,True,Rhodesian Ridgeback,0.0120606,True
801127390143516673,nan,nan,2016-11-22 18:17:08 +0000,http://twitter.com/download/iphone ,RT @dog_rates: This is Anakin. He strives to reach his full doggo potential. Born with blurry tail tho. 11/10 would still pet well https://…,7.75733305207554e+17,4196983835.0,2016-09-13 16:30:07 +0000,https://twitter.com/dog_rates/status/801127390143516673,11,10,Anakin,doggo,doggo,False,False,0.0,4627.0,,,,,,,,,,,
801115127852503040,nan,nan,2016-11-22 17:28:25 +0000,http://twitter.com/download/iphone ,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,nan,nan,,https://twitter.com/dog_rates/status/801115127852503040,12,10,Bones,doggo,doggo,False,False,8992.0,2429.0,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,1.0,Dalmatian,0.823356,True,English Setter,0.0946018999999999,True,Bluetick,0.0219534,True
800859414831898624,8.008579544172626e+17,291859009.0,2016-11-22 00:32:18 +0000,http://twitter.com/download/iphone ,@SkyWilliams doggo simply protecting you from evil that which you cannot see. 11/10 would give extra pets,nan,nan,,https://twitter.com/dog_rates/status/800859414831898624,11,10,None,doggo,doggo,False,False,778.0,113.0,,,,,,,,,,,
800018252395122689,nan,nan,2016-11-19 16:49:49 +0000,http://twitter.com/download/iphone ,Here's a doggo doin a struggle. 11/10 much determined https://t.co/gQqRBfkX4I,nan,nan,,https://twitter.com/dog_rates/status/800018252395122689,11,10,None,doggo,doggo,False,False,31768.0,15351.0,https://pbs.twimg.com/ext_tw_video_thumb/800018199223959552/pu/img/3Qp73edtkZO-qWPy.jpg,1.0,Vacuum,0.289485,False,Punching Bag,0.2432969999999999,False,Barbell,0.14363,False
799757965289017345,nan,nan,2016-11-18 23:35:32 +0000,http://twitter.com/download/iphone ,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1,nan,nan,,https://twitter.com/dog_rates/status/799757965289017345,13,10,Sobe,doggo,doggo,False,False,9390.0,2506.0,https://pbs.twimg.com/media/CxlPnoSUcAEXf1i.jpg,1.0,Border Collie,0.442534,True,Collie,0.288684,True,Shetland Sheepdog,0.196399,True
796484825502875648,nan,nan,2016-11-09 22:49:15 +0000,http://twitter.com/download/iphone ,Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere https://t.co/bvkkqOjNDV,nan,nan,,https://twitter.com/dog_rates/status/796484825502875648,12,10,None,doggo,doggo,False,False,8472.0,2042.0,https://pbs.twimg.com/media/Cw2uty8VQAAB0pL.jpg,1.0,Cocker Spaniel,0.116924,True,Seat Belt,0.107511,False,Australian Terrier,0.0998434,True
795464331001561088,nan,nan,2016-11-07 03:14:10 +0000,http://twitter.com/download/iphone ,Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz,nan,nan,,https://twitter.com/dog_rates/status/795464331001561088,13,10,None,doggo,doggo,False,False,55683.0,27728.0,https://pbs.twimg.com/ext_tw_video_thumb/795464066940764160/pu/img/jPkMMQXdydb7CqFX.jpg,1.0,Golden Retriever,0.193082,True,Chesapeake Bay Retriever,0.157927,True,Soft-Coated Wheaten Terrier,0.1246839999999999,True
786363235746385920,nan,nan,2016-10-13 00:29:39 +0000,http://twitter.com/download/iphone ,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,nan,nan,,https://twitter.com/dog_rates/status/786363235746385920,13,10,Rizzo,doggo,doggo,False,False,12189.0,4072.0,https://pbs.twimg.com/media/Cum5LlfWAAAyPcS.jpg,1.0,Golden Retriever,0.929266,True,Labrador Retriever,0.0628667,True,Saluki,0.00215669,True
785639753186217984,nan,nan,2016-10-11 00:34:48 +0000,http://twitter.com/download/iphone ,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd,nan,nan,,https://twitter.com/dog_rates/status/785639753186217984,10,10,Pinot,doggo,doggo,False,False,8735.0,2561.0,https://pbs.twimg.com/media/CucnLmeWAAALOSC.jpg,1.0,Porcupine,0.978042,False,Sea Urchin,0.0061063,False,Echidna,0.00544197,False
782747134529531904,nan,nan,2016-10-03 01:00:34 +0000,http://twitter.com/download/iphone ,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,nan,nan,,https://twitter.com/dog_rates/status/782747134529531904,11,10,Deacon,doggo,doggo,False,False,8310.0,1604.0,https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,1.0,Golden Retriever,0.560699,True,Otterhound,0.199482,True,Clumber,0.0406818,True
